species,abundance,extent,niche_breadth,range_size,habitat,abun_meas,rabin_class,mean_topo,mean_d_coast,mean_elev,num_patches,patch_isolation,occupied_area,rcp,change_driver,year,current_cells,nd_future_cells,current_km2,nd_future_km2,nd_change_prop,exposure,log10_patch_isolation,log10_num_patches,ext_res,abun_res,niche_res,nump_res,iso_res,topo_res,elev_res,dc_res,OTU,Genus,Species
Pseudotsuga macrocarpa,577.7737892,29817.65347,1.808926555,w,r,l,w-r-l,0.789623104,41.58516933,1394.724614,51,1402.433995,8828.6274,rcp45,lulc,2085,89022.5768402393,87871.9557494993,6489.74585165345,6405.8655741385,-0.0129250481347546,0.0129250481347546,3.14688243051156,1.70757017609794,-0.326960452647804,-0.291179823377685,-0.736944282043912,-0.51030922417841,-0.254212336294257,0.235737788788655,-0.070249917387415,-0.544181516398202,Pseudotsuga,Pseudotsuga,macrocarpa
Adenostoma sparsifolium,506.9897147,31451.73186,3.400002076,w,r,l,w-r-l,0.439662129,56.2658211,1092.430274,32,642.3338981,4747.1751,rcp45,lulc,2085,44719.1502020649,42864.0386008375,3260.02604973053,3124.78841400105,-0.0414836058566649,0.0414836058566649,2.80776084178572,1.50514997831991,-0.581967773167408,-1.01402002140984,-1.24862922555706,-0.233030598393126,-1.4233360139139,-0.942908797639967,-0.428273240897144,-0.921790724939739,Adenostoma,Adenostoma,sparsifolium
Keckiella antirrhinoides,264.4964156,34934.51912,3.068821822,w,r,l,w-r-l,0.455969465,47.54468168,585.3365011,290,787.3947494,9469.5642,rcp45,lulc,2085,59415.8276740495,52554.5211069751,4331.41383743821,3831.22458869848,-0.115479441012166,0.115479441012166,2.89619251444937,2.46239799789896,-0.214554817805507,-0.174225454993175,-0.919181243694783,-0.452134528161086,-0.659495136007113,-0.234537017639129,-0.141849208958108,-0.292821435189975,Keckiella_3,Keckiella,antirrhinoides
Rhus integrifolia,409.4985358,34958.01751,4.21751141,w,b,l,w-b-l,0.383400554,11.29317944,181.3713135,400,1487.445969,1198.1844,rcp45,lulc,2085,22205.7585929894,17897.226545089,1618.79980142893,1304.70781513699,-0.194027690153342,0.194027690153342,3.17244119907868,2.60205999132796,1.07906120435944,2.07224504939598,1.80442063009702,1.26147520377223,2.13363205121273,1.84327538590368,1.68082894658552,1.56057091958328,Rhus_2,Rhus,integrifolia
Chamaebatia foliolosa,435.4031706,37821.62325,5.137436711,w,b,l,w-b-l,0.617306596,201.0102052,1437.799772,22,2386.635401,16695.8496,rcp45,lulc,2085,87548.2298718843,85258.0825633697,6382.26595766037,6215.31421886965,-0.026158693463774,0.026158693463774,3.37778607823256,1.34242268082221,-0.0569850378533246,0.144921250685048,0.264627510147768,-0.0666165814071437,0.385111993813299,0.470420959553094,0.554088346126344,0.77886569435302,Chamaebatia,Chamaebatia,foliolosa
Opuntia littoralis,266.2470537,39764.51901,4.051461445,w,b,l,w-b-l,0.333168016,17.82975939,203.5673595,1185,1038.450338,3895.6302,rcp45,lulc,2085,36795.5969984018,29251.2542555266,2682.39902118349,2132.41643522789,-0.205033845304993,0.205033845304993,3.01638573202348,3.07371835034612,0.557873890137097,0.987646066456959,0.752383760500485,0.936658945430498,0.963244070427646,0.779361943324729,0.838303013106092,0.755119244391707,Opuntia,Opuntia,littoralis
Eriodictyon trichocalyx,146.4402892,51919.14546,4.650911699,w,b,s,w-b-s,0.529649355,72.61071525,1143.472159,99,2794.265879,14789.2959,rcp45,lulc,2085,61648.8773150554,58529.1669710792,4494.20315626753,4266.77627219167,-0.0506044956509584,0.0506044956509584,3.44626772757946,1.99563519459755,0.0984120958396802,0.253115532499388,0.322106956477735,-0.0406863985160679,0.72725231376027,0.532797690318813,0.641543726204772,0.329003769488608,Nama_1,Eriodictyon,trichocalyx
Ceanothus tomentosus,355.2796202,52500.30691,4.598708935,w,b,l,w-b-l,0.485191188,47.68265139,455.9214206,315,799.938245,5142.2202,rcp45,lulc,2085,21655.1651586621,18382.4328981928,1578.66154006647,1340.07935827826,-0.151129406609959,0.151129406609959,2.90305646087826,2.4983105537896,-0.282973803472995,-0.239123748205745,-0.376109932102607,-0.512249854782174,-0.723799518486485,-0.229498065210638,-0.261479243014289,-0.326832950281947,Ceanothus_Ceanothus,Ceanothus,tomentosus
Pinus balfouriana,1056.057854,60678.89822,2.583022831,w,r,l,w-r-l,0.693693829,240.7733927,3082.505715,16,7310.158691,3955.1166,rcp45,lulc,2085,27259.5326217935,27259.5326217935,1987.21992812874,1987.21992812874,0,0,3.86392680484809,1.20411998265592,-2.24382151996857,-3.00263874643447,-2.61718008118288,-1.69248742237995,-1.69222417071387,-2.2979436280307,-1.79297749439878,-0.60678901935937,Pinus_Balfournianae,Pinus,balfouriana
Encelia californica,502.5073009,64991.31228,3.917738562,w,r,l,w-r-l,0.409034103,11.91615057,231.7555815,1683,909.9282843,3218.7537,rcp45,lulc,2085,21916.2496911527,17466.6820537639,1597.69460248504,1273.32112171939,-0.203025960193593,0.203025960193593,2.9590071648924,3.22608411597582,1.26116655867558,2.24775243172699,1.62086282539704,2.50459978920806,1.82937396080615,1.95683396907976,1.72091187297515,1.56408584366027,Encelia_2,Encelia,californica
Sequoia sempervirens,423.8080054,74176.83613,4.20891078,w,b,l,w-b-l,0.487754983,11.77449848,274.4302924,426,904.4123672,18977.2551,rcp45,lulc,2085,233756.377465731,225041.502709023,17040.8399172518,16405.5255474878,-0.0372818694881822,0.0372818694881822,2.95636649238406,2.62940959910272,-1.27935683544715,-1.56763222693755,-1.68300059464019,-1.66297792915432,-1.79334562819768,-1.60103429879219,-2.00889853431213,-1.86246862450947,Sequoia,Sequoia,sempervirens
Salvia leucophylla,773.3024533,74798.35587,3.508408672,w,r,l,w-r-l,0.426995929,17.36104814,340.7246621,1185,734.1830441,4026.996,rcp45,lulc,2085,18840.4591281723,17247.9368340718,1373.46947044376,1257.37459520383,-0.0845267242834448,0.0845267242834448,2.86580435028668,3.07371835034612,0.511491470609696,1.01208504896941,0.397996515861524,0.729041147355458,0.532210934089823,0.853636087079975,0.562299902415242,0.537057820843204,Salvia,Salvia,leucophylla
Hazardia squarrosa,516.1920905,78261.07481,3.101645713,w,r,l,w-r-l,0.479744813,16.15679192,377.0447116,885,875.1142875,11340.9801,rcp45,lulc,2085,76738.5358762193,70812.0237239438,5594.23926537639,5162.1965294755,-0.0772299351897351,0.0772299351897351,2.94206477438163,2.94694327069783,0.405729180517421,0.785224937295382,0.104005088333801,0.43100948868407,0.486235278406714,0.836253796977744,0.422981828909444,0.379763481356122,Hazardia,Hazardia,squarrosa
Malosma laurina,1107.83056,81277.52884,3.383838142,w,r,l,w-r-l,0.459268453,15.85368021,333.1256831,1372,796.5012195,5503.3668,rcp45,lulc,2085,55607.0480145679,46735.7556005553,4053.753800262,3407.03658328048,-0.159535395795305,0.159535395795305,2.90118644507339,3.13735411137073,0.632302414182041,0.352537206326511,0.349349847191931,0.920359205370739,0.657079807752135,1.10040629497588,0.811536673717298,0.654611715486201,Malosma,Malosma,laurina
Erigeron petrophilus,86.24259886,93556.20608,7.507486268,w,b,s,w-b-s,0.684247111,92.74726922,1157.495109,6490,845.8193589,5893.3089,rcp45,lulc,2085,3975.65705681344,3906.31925443257,289.825399441699,284.770673648135,-0.0174405894145302,0.0174405894145302,2.92727762094712,3.81224469680037,-0.634493239349035,-0.456302252376556,0.0106386244859728,-1.5402181046223,-0.850534245625618,-0.427584278060482,-0.441360199639453,-0.544662798224734,Erigeron,Erigeron,petrophilus
Ericameria ericoides,165.2796681,101614.8589,3.383438226,w,r,s,w-r-s,0.217879003,12.48096889,141.8454739,727,1214.840499,10916.4105,rcp45,lulc,2085,43424.5350820731,40910.0352951684,3165.64860748313,2982.34157301778,-0.0579050479677513,0.0579050479677513,3.08451926151347,2.86153441085904,0.396402852938092,0.474612475934755,0.161237808505353,0.280103210367906,0.585961539543473,0.0894037603168749,0.0661255961873714,0.254040709714076,Ericameria,Ericameria,ericoides
Scutellaria californica,53.08143139,105211.6736,5.333256205,w,b,s,w-b-s,0.543290254,124.7258752,675.9736774,10162,699.8582649,30520.8243,rcp45,lulc,2085,18138.1163098388,17112.7651707151,1322.26867898725,1247.52058094513,-0.0565301887808198,0.0565301887808198,2.84501009572222,4.00697919057428,-0.562447379552527,-0.370831751039691,-0.374004321106729,-1.60633842308338,-1.00761615774578,-0.461610914639322,-0.485523478111304,-0.168273945026014,Scutellaria,Scutellaria,californica
Trichostema lanatum,212.7654797,105632.1367,4.247398741,w,b,l,w-b-l,0.496420154,23.46411591,572.1982988,635,1347.559337,11071.1772,rcp45,lulc,2085,39548.5010888832,38867.1517708893,2883.08572937959,2833.41536409783,-0.0172281957402779,0.0172281957402779,3.12954789754286,2.80277372529198,0.454350254275516,0.55991957410295,0.678093367175132,0.284901698635983,0.693959256249642,0.873266372034908,-0.0085789046308601,0.283280490897399,Trichostema,Trichostema,lanatum
Torreya californica,156.0730476,113348.9963,3.197970128,w,r,s,w-r-s,0.681091434,107.704975,764.7830679,100,3712.376849,21779.0208,rcp45,lulc,2085,64477.1990952697,62347.9582513721,4700.38781404516,4545.16615652503,-0.0330231597180809,0.0330231597180809,3.56965205567561,2,-1.74261035527253,-1.33590596824623,-1.92982683474044,-1.02223862738686,-0.946448924455133,-1.82135164280364,-1.65626723501833,-1.55548559646196,Torreya,Torreya,californica
Galium angustifolium,425.8747027,121748.5552,4.3447287,w,b,l,w-b-l,0.554510215,39.5935929,762.5756536,849,1381.966648,15241.4946,rcp45,lulc,2085,115353.842694856,106486.746100111,8409.29513245498,7762.88379069813,-0.0768686711044406,0.0768686711044406,3.14049756202201,2.92890769024395,0.25473140349051,0.38815236024197,0.225940011905385,0.0446990355327481,0.434409417051796,0.654595422498572,0.44781465672774,0.202965680021801,Galium,Galium,angustifolium
Abies magnifica,585.8334143,122318.8648,5.872668557,w,b,l,w-b-l,0.546991468,217.5423614,2354.650315,67,4496.735387,19920.1437,rcp45,lulc,2085,186669.999983694,186381.572184004,13608.2429988113,13587.2166122139,-0.00154512133559119,0.00154512133559119,3.65289733200936,1.82607480270083,-0.829390622849562,-0.620575182520441,-0.413246031250217,-1.06000092942998,-0.354329777273408,-0.543299442750591,0.0667289792723904,-0.171734883305042,Abies_3,Abies,magnifica
Hesperoyucca whipplei,820.88984,129329.8282,4.280345267,w,b,l,w-b-l,0.516471457,45.1109216,684.5279525,1701,805.2269849,22931.4969,rcp45,lulc,2085,199114.045725759,180209.607762766,14515.4139334078,13137.2804059056,-0.0949427645552935,0.0949427645552935,2.90591832060906,3.23070431361257,0.716412095439339,0.892558450977706,0.657637930603579,0.844325849223688,0.53292286435969,1.08549470865279,0.821817470352721,0.666147485688528,Hesperoyucca,Hesperoyucca,whipplei
Lepechinia calycina,211.7471939,134704.4924,3.7129382,w,r,l,w-r-l,0.522477816,74.62745481,501.8867887,191,1809.564108,24555.4173,rcp45,lulc,2085,87635.9437419194,83334.7921816507,6388.66029878593,6075.10635004234,-0.0490797654092167,0.0490797654092167,3.25757397360474,2.28103336724773,-0.00158006607683924,0.0681607871872367,-0.244092003938801,-0.221017629847211,0.279558984094227,0.215136785589337,-0.164343879826125,0.0995531203338731,Lepechinia,Lepechinia,calycina
Juglans californica,562.4771962,136537.5811,4.035654809,w,b,l,w-b-l,0.43512433,27.54112177,337.5568438,2514,859.9544857,5480.9136,rcp45,lulc,2085,16966.1194645855,14906.6423792802,1236.83010896828,1086.69422944952,-0.121387633135803,0.121387633135803,2.93447546620587,3.40036527334994,1.7441288193231,2.1230122164052,1.5434354113077,2.78587457662717,1.62272601133174,1.86636075078735,1.5023421819021,1.47836493949117,Juglans,Juglans,californica
Delphinium hesperium,123.2716153,138614.1509,4.591890169,w,b,s,w-b-s,0.447518202,55.97033436,566.0633223,1056,1431.788071,8118.6543,rcp45,lulc,2085,18022.534364423,15477.5874431647,1313.84275516643,1128.31612460671,-0.141209159033818,0.141209159033818,3.15587873975491,3.02366391819779,-0.479283753884294,-0.288256043947004,-0.509425037838156,-0.912610060953301,-0.267792134131174,-0.43046566656994,-0.277957940800532,-0.393646831576721,Delphinium,Delphinium,hesperium
Lonicera subspicata,299.6738935,141916.2267,4.159353271,w,b,l,w-b-l,0.464587619,39.85741541,638.2972644,359,2542.768986,12068.7408,rcp45,lulc,2085,40323.7050128228,37643.2157927726,2939.59809543478,2744.19043129312,-0.0664742790673095,0.0664742790673095,3.40530690572711,2.55509444857832,-0.192895904104868,-0.0945699352244715,-0.34194120945063,-0.402501530441007,0.335091824139168,-0.109700672526455,-0.123984798662912,-0.261252213022057,Lonicera,Lonicera,subspicata
Ribes malvaceum,329.5325618,145461.4761,3.925157199,w,r,l,w-r-l,0.513105926,21.50830922,457.0032308,625,1443.178111,9711.0819,rcp45,lulc,2085,27359.5470417061,25937.409761532,1994.51097934037,1890.83717161568,-0.0519795623080391,0.0519795623080391,3.15931993320784,2.79588001734408,0.543889094808109,0.54786409006951,0.326622157433831,0.216175009283817,0.640296686911397,0.771360917923044,0.250204267919637,0.26950522244749,Ribes_Calobotrya,Ribes,malvaceum
Eryngium aristulatum,53.57100835,161626.514,6.997723717,w,b,s,w-b-s,0.216364237,58.88493213,366.9328668,19783,734.2636132,95662.5147,rcp45,lulc,2085,351177.655039075,332956.418280553,25600.8510523486,24272.5228926523,-0.0518860938247765,0.0518860938247765,2.86585200706114,4.29629215099486,-0.740304901215339,-0.421688290014026,0.130057238981957,-2.05600061017963,-1.03630979270748,-0.862431232112747,-0.882542944816181,-0.621948535304212,Eryngium,Eryngium,aristulatum
Pinus muricata,430.195943,169793.6704,5.791769605,w,b,l,w-b-l,0.26591101,5.898503431,174.1403069,185,2051.768204,9690.3783,rcp45,lulc,2085,42042.7382959823,41009.439091078,3064.91562177711,2989.58810973958,-0.0245773526364971,0.0245773526364971,3.31212829532383,2.26717172840301,-3.20535586663003,-2.04339593596408,-1.94834109423001,-2.04402352974797,-1.94515104579818,-1.99883594705601,-3.69518034830428,-3.40484222967213,Pinus_Attenuatae,Pinus,muricata
Pickeringia montana,243.3438201,173935.7738,4.320376695,w,b,l,w-b-l,0.530878533,29.39487394,517.0546912,320,1898.827038,22118.8806,rcp45,lulc,2085,85298.0896996364,82147.6374715257,6218.23073910349,5988.56277167422,-0.0369346164633295,0.0369346164633295,3.27848540714712,2.50514997831991,-0.291865475696127,-0.186054701573201,-0.35018119940144,-0.488566097859652,-0.000157915628034148,-0.126086810984819,-0.505529235923715,-0.451030492676099,Pickeringia,Pickeringia,montana
Prunus ilicifolia,458.3144622,175447.1172,4.257662884,w,b,l,w-b-l,0.515515205,33.09996124,606.0025821,2373,901.7635824,21476.5587,rcp45,lulc,2085,100209.515672147,93095.912059437,7305.27369249953,6786.69198913295,-0.0709873065945513,0.0709873065945513,2.95509269240093,3.37529773821734,0.350961424176303,0.306174512190799,0.114621477559473,0.172723432986903,0.0633774678159003,0.45598912059429,0.220611724207225,0.0865171474956825,Prunus,Prunus,ilicifolia
Muhlenbergia rigens,150.9834962,188389.812,5.743472733,w,b,s,w-b-s,0.310986427,85.31410927,588.7197262,1740,1285.415265,13329.2547,rcp45,lulc,2085,30403.2343366625,27891.2264821778,2216.39578314269,2033.27041055076,-0.0826230468333923,0.0826230468333923,3.10904345308636,3.2405492482826,-0.32627124382323,-0.191495000685687,0.119159520173334,-0.757588136661742,-0.240874397839641,-0.476622708679172,-0.239172817789183,-0.108857344675017,Muhlenbergia,Muhlenbergia,rigens
Asclepias eriocarpa,230.8774509,199277.2424,4.464462057,w,b,l,w-b-l,0.319751218,64.30031817,573.7434551,2004,1074.871131,13671.3015,rcp45,lulc,2085,40885.3610404772,38348.4987593209,2980.54281985079,2795.60555955449,-0.0620481809771666,0.0620481809771666,3.0313563987163,3.30189771719521,0.952227068318637,0.553782302020554,0.579418700284696,0.706105691067366,0.561162741509365,0.359592571016947,0.46448554304287,0.590449740827307,Asclepias,Asclepias,eriocarpa
Quercus agrifolia,865.6326736,201902.8996,4.697328385,w,b,l,w-b-l,0.40842494,22.91019238,364.544611,2805,908.6829003,37560.5586,rcp45,lulc,2085,332684.725783202,305785.768264197,24252.7165095955,22291.7825064599,-0.0808542004917131,0.0808542004917131,2.95841235552558,3.44793286559218,-0.0178335686963396,-0.592662733539858,-0.0816806594035085,-0.407325759508043,-0.303046917012792,-0.130118429578716,-0.264734345166088,-0.286414595119897,Quercus_red,Quercus,agrifolia
Aesculus californica,867.2374131,206753.5373,4.698210176,w,b,l,w-b-l,0.526159585,87.75557157,590.5674094,2223,887.8411775,43751.2995,rcp45,lulc,2085,325425.181099779,300821.007916196,23723.4957021739,21929.8514770907,-0.0756062364333105,0.0756062364333105,2.94833528345384,3.34693946269899,0.144782037015872,-0.404312042309925,0.0315613092920251,-0.24446165206088,-0.20446695798164,0.209438217990415,0.0192041065374266,0.193623384858691,Aesculus,Aesculus,californica
Rhododendron occidentale,339.7478676,211292.7643,8.440594085,w,b,l,w-b-l,0.524078006,88.05877524,976.539526,292,3094.806839,10260.675,rcp45,lulc,2085,27867.2763445122,27045.8180922065,2031.52444551494,1971.64013892186,-0.0294775220279983,0.0294775220279983,3.49063354790402,2.46538285144842,-3.39235145010248,-1.86682196332277,-1.5011886932889,-1.96469502761327,-1.45548338646822,-1.95758564327179,-1.87739111423274,-2.20243312014856,Rhododendron,Rhododendron,occidentale
Platanus racemosa,622.086114,213534.6361,4.952311873,w,b,l,w-b-l,0.340004817,62.53502982,313.0390667,7971,810.8310891,32262.4782,rcp45,lulc,2085,151332.319932759,132660.527257577,11032.1261230981,9670.95243707739,-0.123382716153945,0.123382716153945,2.90893039217407,3.90151280912994,1.00508490566368,0.64611877023429,0.726563445549782,1.66786359903403,0.261816305279586,0.349870754703972,0.375478651397193,0.579300882204298,Platanus,Platanus,racemosa
Juncus balticus,129.1263065,234796.48,7.743954092,w,b,s,w-b-s,0.19436927,99.06087857,509.4987499,4966,1001.702335,20981.6406,rcp45,lulc,2085,57573.5352278397,52254.1792859611,4197.11071810951,3809.32966994657,-0.0923923799507521,0.0923923799507521,3.00073868612946,3.69600671521855,0.670905288925102,0.233930527257758,1.81038325617056,0.508660501599666,0.143068825978599,-0.193519026868493,0.216860003663541,0.514199874576056,Juncus,Juncus,balticus
Umbellularia californica,789.92072,246600.2829,6.153663004,w,b,l,w-b-l,0.563845057,60.16703585,519.4120206,1836,834.5718672,67687.1397,rcp45,lulc,2085,519900.864695865,494345.000172296,37900.7730363286,36037.7505125604,-0.0491552645108963,0.0491552645108963,2.92146374087686,3.26387267686522,-1.12533038903533,-1.33225219704384,-0.303333528968421,-1.40890658957308,-1.03099322607963,-0.651038812413452,-0.835065761962701,-0.713085158533608,Umbellularia,Umbellularia,californica
Heteromeles arbutifolia,916.6958552,258529.1233,4.871898975,w,b,l,w-b-l,0.465710049,41.5718123,397.1315463,2293,967.428497,40849.515,rcp45,lulc,2085,295580.309833471,271898.029479973,21547.80458686,19821.3663490901,-0.0801213056676208,0.0801213056676208,2.98561887601044,3.36040405472994,0.481972899771978,-0.406119146595329,0.184983755979254,-0.111231547221006,-0.0568647125253122,0.172027182559969,-0.0693227920563611,-0.00303829112754247,Heteromeles,Heteromeles,arbutifolia
